combination_id,data_sensitivity,access_level,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0626,4,0,1,1,3,3,1,High
SC-0627,5,0,1,1,3,3,1,Critical
SC-0628,4,0,1,0,3,1,0,Medium
SC-0629,4,0,1,0,3,1,0,Medium
SC-0630,4,0,1,0,3,1,0,Medium
SC-0631,4,0,1,0,3,1,0,Medium
SC-0632,5,2,1,1,5,5,1,Critical
SC-0633,5,2,1,1,5,5,1,Critical
SC-0634,4,2,1,1,5,5,1,Critical
SC-0635,5,3,1,1,3,3,1,Critical
SC-0636,5,3,1,1,3,3,1,Critical
SC-0637,5,3,1,1,3,3,1,Critical
SC-0638,5,3,1,1,3,3,1,Critical
SC-0639,5,2,1,1,5,5,1,Critical
SC-0640,4,2,1,1,5,5,1,Critical
SC-0641,5,2,1,1,5,5,1,Critical
SC-0642,5,2,1,0,5,5,1,Critical
SC-0643,5,1,1,0,3,2,1,High
SC-0644,5,1,1,1,3,3,1,Critical
SC-0645,5,1,1,1,3,3,1,Critical
SC-0646,5,2,1,1,3,3,1,Critical
SC-0647,5,1,1,0,3,3,1,Critical
SC-0648,4,2,1,1,3,3,1,Critical
SC-0649,5,2,1,1,3,3,1,Critical
SC-0650,5,2,1,1,3,3,1,Critical
SC-0651,5,2,1,0,3,3,1,Critical
SC-0652,4,2,1,1,3,3,1,Critical
SC-0653,5,2,1,0,3,3,1,Critical
SC-0654,5,2,1,0,3,3,1,Critical
SC-0655,5,2,1,0,3,3,1,Critical
SC-0656,4,2,1,0,3,3,1,Critical
SC-0657,5,2,0,0,3,3,1,Critical
SC-0658,4,2,0,0,3,2,0,High
SC-0659,5,2,0,0,3,3,1,Critical
SC-0660,5,2,0,0,3,2,1,Critical
SC-0661,4,2,0,1,3,2,0,High
SC-0662,4,2,0,0,3,3,0,High
SC-0663,3,2,0,1,3,2,0,High
SC-0664,4,2,0,1,3,3,0,High
SC-0665,1,0,0,0,3,1,0,Low
SC-0666,1,0,0,0,3,1,0,Low
SC-0667,1,0,0,0,3,1,0,Low
SC-0668,5,2,0,0,3,1,1,Critical
SC-0669,4,1,1,0,3,1,0,High
SC-0670,3,2,1,0,3,1,0,High
SC-0671,4,0,1,1,3,1,0,High
SC-0672,1,0,1,0,3,1,0,Low
SC-0673,1,0,0,0,3,1,0,Low
SC-0674,3,2,0,0,3,1,0,Medium
SC-0675,3,2,1,0,3,1,0,High
SC-0676,3,2,1,0,3,1,0,High
SC-0677,4,0,0,0,3,1,0,Medium
SC-0678,4,2,1,0,3,1,0,High
SC-0679,4,1,1,0,3,1,0,High
SC-0680,3,1,1,0,3,1,0,Medium
SC-0681,5,3,0,1,3,1,0,Critical
SC-0682,2,2,0,0,3,1,0,Medium
SC-0683,2,2,1,0,3,1,0,Medium
SC-0684,2,3,0,0,3,1,0,High
SC-0685,2,3,1,0,3,1,0,Critical
SC-0686,3,2,1,0,3,1,0,High
SC-0687,3,2,0,1,3,1,0,Medium
SC-0688,5,2,0,1,2,2,1,High
SC-0689,5,3,1,1,2,2,0,Critical
SC-0690,5,1,1,1,2,2,0,High
SC-0691,5,1,1,0,2,2,0,High
SC-0693,5,0,0,0,2,2,0,Medium
SC-0694,5,3,1,1,2,2,0,Critical
SC-0695,5,1,0,0,2,2,0,Medium
SC-0696,5,3,0,1,2,2,0,High
SC-0697,5,0,0,1,2,2,0,Medium
SC-0698,5,1,0,0,2,2,0,Medium
SC-0699,5,1,1,0,2,2,1,High
SC-0700,5,1,1,0,2,2,1,High
SC-0701,5,2,0,0,2,2,0,High
SC-0702,5,1,1,0,2,2,1,High
SC-0703,5,1,1,0,2,2,1,High
SC-0704,5,2,0,0,2,2,1,High
SC-0705,5,1,1,0,2,2,0,High
SC-0706,5,1,0,0,2,2,0,Medium
SC-0707,5,1,1,1,2,2,1,Critical
SC-0708,5,1,1,0,2,2,0,High
SC-0709,5,0,1,0,2,2,1,High
SC-0710,5,2,1,0,2,2,1,Critical
SC-0711,5,0,1,0,2,2,0,High
SC-0712,5,2,0,0,2,2,0,High
SC-0713,5,2,1,0,2,2,1,Critical
SC-0714,5,1,0,0,2,2,1,High
SC-0715,4,0,1,0,2,2,1,High
SC-0716,4,1,1,1,2,2,0,High
SC-0717,4,1,0,1,2,2,0,Medium
SC-0718,4,0,0,0,2,2,0,Medium
SC-0719,4,2,0,0,2,2,0,Medium
SC-0720,4,0,0,0,2,2,0,Medium
SC-0721,4,2,1,0,2,2,0,High
SC-0722,4,0,1,0,2,2,0,Medium
SC-0723,4,2,1,1,2,2,1,Critical
SC-0724,4,0,1,0,2,2,0,Medium
SC-0725,4,0,0,0,2,2,0,Medium
SC-0726,4,0,1,0,2,2,0,Medium
SC-0727,4,1,1,1,2,2,0,High
SC-0728,4,1,0,0,2,2,0,Medium
SC-0729,4,0,1,0,2,2,0,Medium
SC-0730,4,2,0,0,2,2,1,High
SC-0732,4,2,0,0,2,2,1,High
SC-0733,4,2,0,0,2,2,1,High
SC-0734,4,2,1,0,2,2,1,High
SC-0735,4,2,1,0,2,2,1,High
SC-0736,4,2,1,0,2,2,1,High
SC-0737,4,2,1,0,2,2,1,High
SC-0738,4,2,0,0,2,2,1,High
SC-0739,4,1,1,0,2,2,0,High
SC-0740,4,1,1,0,2,2,0,High
SC-0741,4,1,0,0,2,2,0,Medium
SC-0742,4,0,1,0,2,2,0,Medium
SC-0743,4,2,1,0,2,2,0,High
SC-0744,4,1,1,0,2,2,0,High
SC-0745,4,1,1,0,2,2,0,High
SC-0746,4,1,1,0,2,2,0,High
SC-0747,4,2,1,0,2,2,0,High
SC-0748,4,2,1,0,2,2,0,High
SC-0749,4,2,1,0,2,2,0,High
SC-0750,4,1,1,0,2,2,0,High
SC-0751,4,0,1,0,2,2,0,Medium
SC-0752,4,0,1,0,2,2,0,Medium
SC-0754,4,0,1,0,2,2,0,Medium
SC-0755,4,0,1,0,2,2,0,Medium
SC-0756,4,2,0,0,2,2,1,High
SC-0757,4,2,1,0,2,2,0,High
SC-0758,4,1,1,0,2,2,0,High
SC-0759,4,1,0,0,2,2,1,Medium
SC-0760,4,2,1,0,2,2,0,High
SC-0761,4,2,1,0,2,2,0,High
SC-0762,4,2,1,0,2,2,1,High
SC-0763,4,2,0,0,2,2,0,Medium
SC-0764,4,1,1,1,2,2,0,High
SC-0765,4,3,1,1,2,2,1,Critical
SC-0766,4,2,0,0,2,2,1,High
SC-0767,4,0,1,0,2,2,0,Medium
SC-0768,4,0,1,0,2,2,1,High
SC-0769,4,1,1,0,2,2,0,High
SC-0770,4,2,1,0,2,2,1,High
SC-0771,4,0,1,0,2,2,0,Medium
SC-0772,4,2,1,0,2,2,0,High
SC-0773,4,2,1,0,2,2,0,High
SC-0774,4,2,1,0,2,2,0,High
SC-0775,4,2,1,0,2,2,0,High
SC-0776,4,2,0,0,2,2,0,Medium
SC-0777,4,1,1,0,2,2,0,High
SC-0778,4,2,0,0,2,2,0,Medium
SC-0779,4,0,1,0,2,2,0,Medium
SC-0780,4,0,1,0,2,2,0,Medium
SC-0781,4,2,1,0,2,2,0,High
SC-0782,4,2,1,0,2,2,0,High
SC-0783,4,2,1,0,2,2,0,High
SC-0784,4,2,0,0,2,2,0,Medium
SC-0785,4,0,1,0,2,2,0,Medium
SC-0786,4,0,1,0,2,2,0,Medium
SC-0787,4,2,1,0,2,2,0,High
SC-0788,4,3,1,1,2,2,0,Critical
SC-0789,4,2,0,0,2,2,0,Medium
SC-0790,4,2,1,0,2,2,0,High
SC-0791,4,0,0,0,2,2,0,Medium
SC-0792,4,1,1,0,2,2,0,High
SC-0793,4,0,1,0,2,2,0,Medium
SC-0794,4,2,1,0,2,2,0,High
SC-0795,4,2,0,0,2,2,0,Medium
SC-0796,4,1,1,0,2,2,0,High
SC-0797,4,2,1,0,2,2,0,High
SC-0798,4,2,1,0,2,2,0,High
SC-0799,4,2,1,0,2,2,0,High
SC-0800,4,0,1,0,2,2,0,Medium
SC-0801,4,2,1,0,2,2,0,High
SC-0802,4,2,0,0,2,2,0,Medium
SC-0803,4,2,1,0,2,2,0,High
SC-0804,4,3,1,0,2,2,0,Critical
SC-0805,4,2,0,0,2,2,0,Medium
SC-0806,4,0,0,0,2,2,0,Medium
SC-0807,3,2,1,0,2,2,0,High
SC-0808,3,2,0,0,2,2,0,Medium
SC-0809,3,1,0,0,2,2,0,Medium
SC-0810,3,1,1,1,2,2,0,High
SC-0811,3,2,1,0,2,2,0,High
SC-0812,3,0,0,0,2,2,0,Low
SC-0813,3,1,0,0,2,2,0,Medium
SC-0814,3,1,1,0,2,2,0,Medium
SC-0815,3,2,0,0,2,2,0,Medium
SC-0816,3,1,1,0,2,2,0,Medium
SC-0817,3,1,0,0,2,2,0,Medium
SC-0818,3,1,1,0,2,2,0,Medium
SC-0819,3,1,1,0,2,2,0,Medium
SC-0820,3,2,1,0,2,2,0,High
SC-0821,3,1,1,0,2,2,0,Medium
SC-0822,3,3,0,1,2,2,0,High
SC-0823,3,2,0,0,2,2,0,Medium
SC-0824,3,1,1,0,2,2,0,Medium
SC-0825,3,1,1,0,2,2,0,Medium
SC-0826,3,3,0,0,2,2,0,High
SC-0827,3,1,1,0,2,2,0,Medium
SC-0828,3,1,1,0,2,2,0,Medium
SC-0829,3,2,1,0,2,2,0,High
SC-0830,3,2,0,0,2,2,0,Medium
SC-0831,3,3,0,1,2,2,0,High
SC-0832,3,2,0,0,2,2,0,Medium
SC-0833,3,2,0,0,2,2,0,Medium
SC-0834,3,0,0,1,2,2,0,Medium
SC-0835,3,2,1,0,2,2,0,High
SC-0836,3,3,0,1,2,2,0,High
SC-0837,3,1,1,0,2,2,0,Medium
SC-0838,3,2,1,0,2,2,0,High
SC-0839,3,1,1,0,2,2,0,Medium
SC-0840,3,2,1,0,2,2,0,High
SC-0841,3,3,0,1,2,2,0,High
SC-0842,3,0,1,1,2,2,0,Medium
SC-0843,3,0,0,0,2,2,0,Low
SC-0844,3,0,1,0,2,2,0,Medium
SC-0845,3,2,1,0,2,2,0,High
SC-0846,3,3,1,1,2,2,0,Critical
SC-0847,3,3,0,1,2,2,0,High
SC-0848,3,3,0,0,2,2,0,High
SC-0849,3,3,0,1,2,2,0,High
SC-0850,3,0,1,0,2,2,0,Medium
SC-0851,3,1,1,0,2,2,0,Medium
SC-0852,3,1,1,0,2,2,0,Medium
SC-0853,3,1,0,0,2,2,0,Medium
SC-0854,3,1,1,0,2,2,0,Medium
SC-0855,3,2,1,0,2,2,0,High
SC-0856,2,0,1,0,2,2,0,Medium
SC-0857,2,2,1,0,2,2,0,Medium
SC-0858,2,3,0,0,2,2,0,High
SC-0859,2,2,0,0,2,2,0,Medium
SC-0860,2,0,1,0,2,2,0,Medium
SC-0861,2,3,0,0,2,2,0,High
SC-0862,5,1,1,0,5,5,1,Critical
SC-0863,5,1,1,0,5,4,0,Critical
SC-0864,5,1,1,1,3,3,0,Critical
SC-0865,5,2,1,0,5,5,0,Critical
SC-0866,4,2,0,0,5,5,0,High
SC-0867,5,3,0,1,3,3,0,Critical
SC-0868,5,2,0,0,4,4,1,Critical
SC-0869,4,2,1,0,3,3,0,High
SC-0870,4,2,1,0,3,3,1,Critical
SC-0871,5,3,0,1,3,3,0,Critical
SC-0872,4,1,1,0,3,3,0,High
SC-0873,4,2,0,1,5,4,1,Critical
SC-0874,4,2,1,0,4,4,1,Critical
SC-0875,5,3,0,1,4,4,0,Critical
SC-0876,5,3,1,0,3,3,0,Critical
SC-0877,3,2,0,0,4,4,0,High
SC-0878,4,2,1,0,4,3,0,High
SC-0879,3,1,0,0,3,1,0,Medium
SC-0880,5,3,1,1,5,4,0,Critical
SC-0881,4,2,0,0,5,4,0,High
SC-0882,5,2,1,0,3,3,1,Critical
SC-0886,4,1,1,0,3,2,1,High
SC-0887,4,2,1,1,5,5,0,Critical
SC-0889,4,2,0,0,3,3,0,High
SC-0890,5,2,1,0,3,3,0,Critical
SC-0891,5,2,1,0,5,4,0,Critical
SC-0892,3,2,0,0,5,5,0,High
SC-0894,4,2,0,0,3,3,0,High
SC-0895,5,1,0,0,4,4,1,High
SC-0896,4,2,0,0,3,2,0,High
SC-0897,4,2,0,0,3,3,0,High
SC-0898,4,1,1,0,3,3,0,High
SC-0899,5,3,0,1,5,5,0,Critical
SC-0900,5,3,0,1,4,4,0,Critical
SC-0901,5,3,0,1,3,3,0,Critical
SC-0902,4,2,1,0,4,4,0,Critical
SC-0903,4,2,1,0,3,2,1,High
SC-0904,4,2,1,1,5,4,1,Critical
SC-0905,5,2,1,0,3,3,0,Critical
SC-0908,4,0,1,0,3,2,0,Medium
SC-0909,4,1,1,0,3,3,0,High
SC-0910,4,2,0,0,5,5,0,High
SC-0912,3,2,1,0,5,2,0,High
SC-0913,4,0,0,0,4,3,0,Medium
SC-0914,5,1,0,0,5,5,1,High
SC-0915,5,2,0,0,3,3,1,Critical
SC-0916,5,1,1,0,3,3,0,High
SC-0917,5,1,1,0,3,3,1,Critical
SC-0919,4,2,0,0,4,4,0,High
SC-0920,4,3,1,1,5,4,1,Critical
SC-0921,4,3,0,1,3,3,0,High
SC-0922,5,3,0,1,3,3,1,Critical
SC-0923,4,0,0,0,3,3,0,Medium
SC-0924,5,1,0,0,3,3,0,High
SC-0925,4,2,0,0,4,4,0,High
SC-0926,5,2,0,0,5,5,0,Critical
SC-0927,4,2,0,0,3,3,0,High
SC-0928,5,1,0,1,4,4,0,High
SC-0930,4,2,0,0,4,4,0,High
SC-0932,5,3,0,1,3,3,0,Critical
SC-0935,4,1,1,0,5,4,0,High
SC-0936,5,1,1,0,5,5,0,Critical
SC-0937,4,2,0,0,3,3,0,High
SC-0938,5,3,1,1,5,4,0,Critical
SC-0939,5,2,0,0,5,5,0,Critical
SC-0940,3,2,1,0,3,3,0,High
SC-0942,3,1,1,0,3,3,0,High
SC-0945,5,0,1,1,3,3,0,High
SC-0947,5,3,1,1,4,4,0,Critical
SC-0951,5,3,0,1,4,4,0,Critical
SC-0952,5,1,0,0,3,3,0,High
SC-0953,4,2,0,0,4,4,0,High
SC-0954,4,2,1,0,4,4,1,Critical
SC-0955,5,1,1,0,5,4,1,Critical
SC-0956,5,1,1,0,3,3,0,High
SC-0957,3,0,0,0,3,3,0,Medium
SC-0958,4,2,0,1,5,4,1,Critical
SC-0960,4,1,1,0,5,5,0,High
SC-0961,5,2,0,0,5,5,1,Critical
SC-0962,3,2,1,0,3,3,0,High
SC-0963,4,1,0,0,4,4,0,High
SC-0965,3,2,1,0,3,3,0,High
SC-0967,4,1,0,0,4,4,0,High
SC-0968,5,1,0,0,5,5,1,High
SC-0969,3,2,1,0,4,4,0,High
SC-0971,4,2,0,0,4,4,0,High
SC-0973,4,1,1,0,3,3,0,High
SC-0974,4,2,0,0,3,3,1,High
SC-0975,4,2,0,0,3,3,0,High
SC-0976,5,1,0,0,3,3,0,High
SC-0977,5,2,0,0,3,3,1,Critical
SC-0978,5,2,0,0,3,3,0,Critical
SC-0979,5,1,0,0,4,4,1,High
SC-0981,5,2,1,0,5,5,1,Critical
SC-0984,4,0,1,1,4,4,1,Critical
SC-0986,5,1,0,0,4,3,0,High
SC-0987,4,2,0,0,3,3,0,High
SC-0988,4,0,1,0,3,3,0,High
SC-0989,4,1,0,1,3,3,0,High
SC-0991,5,2,0,0,5,5,1,Critical
SC-0992,5,2,0,0,5,4,0,Critical
SC-0993,5,2,1,1,5,5,1,Critical
SC-0994,4,2,0,0,5,5,0,High
SC-0995,4,2,0,1,4,4,1,Critical
SC-0996,5,3,1,1,5,5,1,Critical
SC-0998,5,3,0,1,5,5,1,Critical
SC-0999,5,1,0,0,5,5,1,High
SC-1000,5,3,1,1,3,2,0,Critical
SC-1001,5,3,1,1,3,2,0,Critical
SC-1002,5,1,1,0,2,2,0,High
SC-1003,5,1,0,0,3,2,0,High
SC-1004,5,2,0,1,3,2,0,Critical
SC-1006,5,3,1,1,3,2,0,Critical
SC-1007,5,3,0,1,3,2,0,Critical
SC-1008,5,3,1,0,2,2,0,Critical
SC-1009,5,3,1,0,3,2,0,Critical
SC-1010,5,3,0,1,3,2,0,Critical
SC-1011,5,0,0,0,3,2,1,High
SC-1012,5,0,0,0,3,2,1,High
SC-1013,5,2,0,0,3,2,0,Critical
SC-1014,5,2,0,0,3,2,0,Critical
SC-1015,5,2,0,0,4,2,0,Critical
SC-1016,5,1,1,0,2,2,0,High
SC-1017,5,1,0,0,2,2,0,Medium
SC-1018,5,2,1,0,4,2,1,Critical
SC-1019,5,1,1,0,3,2,0,High
SC-1020,5,1,1,1,4,2,0,Critical
SC-1021,5,1,1,0,4,2,1,Critical
SC-1022,5,0,1,0,2,2,0,High
SC-1023,5,2,1,0,2,2,1,Critical
SC-1024,5,2,1,0,3,2,1,Critical
SC-1025,5,2,1,0,3,2,1,Critical
SC-1026,5,2,1,0,3,2,0,Critical
SC-1027,5,1,1,0,3,2,1,High
SC-1028,4,0,1,0,3,2,1,High
SC-1029,4,2,1,0,2,2,0,High
SC-1030,4,1,1,0,3,2,0,High
SC-1031,4,0,0,0,2,2,0,Medium
SC-1032,4,2,1,0,4,2,0,High
SC-1033,4,2,1,0,2,2,0,High
SC-1034,4,2,1,0,2,2,0,High
SC-1035,4,1,1,1,3,2,0,High
SC-1036,4,2,1,0,3,2,0,High
SC-1037,4,0,1,0,4,2,0,High
SC-1038,4,3,0,1,3,2,0,High
SC-1039,4,2,0,0,2,2,0,Medium
SC-1040,4,2,1,0,3,2,0,High
SC-1041,4,1,0,0,2,2,0,Medium
SC-1042,4,0,1,1,4,2,0,High
SC-1043,4,2,0,0,4,2,1,High
SC-1045,4,0,1,0,2,2,1,High
SC-1046,4,2,1,0,4,2,1,Critical
SC-1047,4,2,1,0,2,2,1,High
SC-1048,4,2,1,0,3,2,1,High
SC-1049,4,2,0,0,3,2,1,High
SC-1050,4,2,0,0,4,2,1,High
SC-1051,4,2,0,0,3,2,1,High
SC-1052,4,2,1,0,3,2,1,High
SC-1053,4,2,1,0,4,2,0,High
SC-1054,4,2,0,0,4,2,0,High
SC-1055,4,2,1,0,4,2,0,High
SC-1056,4,2,0,0,3,2,0,High
SC-1057,4,1,0,0,3,2,0,Medium
SC-1058,4,1,1,0,2,2,0,High
SC-1059,4,2,1,0,3,2,0,High
SC-1060,4,2,0,0,4,2,0,High
SC-1061,4,1,1,0,3,2,0,High
SC-1062,4,1,1,0,3,2,0,High
SC-1063,4,1,1,0,4,2,0,High
SC-1064,4,1,0,0,4,2,0,Medium
SC-1065,4,2,0,0,3,2,0,High
SC-1067,4,0,0,0,2,2,0,Medium
SC-1068,4,0,1,0,3,2,0,Medium
SC-1069,4,2,1,0,4,2,1,Critical
SC-1070,4,2,0,0,4,2,0,High
SC-1071,4,2,1,0,3,2,0,High
SC-1072,4,0,1,0,2,2,1,High
SC-1073,4,0,0,0,3,2,1,Medium
SC-1074,4,2,1,0,4,2,1,Critical
SC-1075,4,2,1,0,3,2,0,High
SC-1076,4,2,0,0,2,2,0,Medium
SC-1077,4,0,1,1,2,2,0,High
SC-1078,4,3,1,1,2,2,0,Critical
SC-1079,4,2,1,0,3,2,0,High
SC-1080,4,2,1,0,2,2,0,High
SC-1081,4,2,1,0,4,2,0,High
SC-1082,4,3,0,0,3,2,0,High
SC-1083,4,2,0,0,4,2,1,High
SC-1084,4,1,1,0,4,2,0,High
SC-1085,4,0,0,0,2,2,0,Medium
SC-1086,4,2,0,0,3,2,0,High
SC-1087,4,2,0,0,4,2,0,High
SC-1088,4,1,1,0,2,2,0,High
SC-1089,4,2,1,0,4,2,0,High
SC-1090,4,2,0,0,3,2,0,High
SC-1091,4,2,0,0,4,2,0,High
SC-1092,4,0,1,0,3,2,0,Medium
SC-1093,4,2,0,0,4,2,0,High
SC-1094,4,2,1,0,4,2,0,High
SC-1095,4,0,0,0,2,2,0,Medium
SC-1096,4,2,1,0,3,2,0,High
SC-1097,4,2,1,0,2,2,0,High
SC-1098,4,2,0,1,2,2,0,High
SC-1099,4,2,0,0,4,2,0,High
SC-1100,4,2,0,0,2,2,0,Medium
SC-1101,4,3,0,1,2,2,0,High
SC-1102,4,2,0,0,4,2,0,High
SC-1103,4,2,0,0,3,2,0,High
SC-1104,4,2,1,0,3,2,0,High
SC-1105,4,2,1,0,4,2,0,High
SC-1106,4,2,0,0,4,2,0,High
SC-1107,4,2,0,0,2,2,0,Medium
SC-1108,4,2,0,0,3,2,0,High
SC-1109,4,1,1,0,3,2,0,High
SC-1110,4,1,1,0,2,2,0,High
SC-1111,4,2,0,0,3,2,0,High
SC-1112,4,2,1,0,4,2,0,High
SC-1113,4,3,0,1,3,2,0,High
SC-1114,4,2,0,0,4,2,0,High
SC-1115,4,0,1,0,2,2,0,Medium
SC-1116,4,2,0,0,3,2,0,High
SC-1117,4,3,1,0,2,2,0,Critical
SC-1118,4,2,1,0,4,2,0,High
SC-1119,4,2,1,0,3,2,0,High
SC-1120,3,2,1,0,3,2,0,High
SC-1121,3,2,0,0,3,2,0,Medium
SC-1122,3,2,1,0,3,2,0,High
SC-1123,3,1,1,0,2,2,0,Medium
SC-1124,3,1,1,0,3,2,0,Medium
SC-1125,3,2,0,0,4,2,0,Medium
SC-1126,3,3,0,1,4,2,0,High
SC-1127,3,2,0,0,3,2,0,Medium
SC-1128,3,1,1,0,2,2,0,Medium
SC-1129,3,1,1,0,3,2,0,Medium
SC-1130,3,2,1,0,3,2,0,High
SC-1131,3,1,0,0,4,2,0,Medium
SC-1132,3,1,1,0,3,2,0,Medium
SC-1133,3,2,0,0,4,2,0,Medium
SC-1134,3,0,0,0,2,2,0,Low
SC-1135,3,3,1,1,3,2,0,Critical
SC-1136,3,2,0,0,3,2,0,Medium
SC-1137,3,2,1,0,2,2,0,High
SC-1138,3,2,0,0,2,2,0,Medium
SC-1139,3,3,0,0,3,2,0,High
SC-1140,3,2,1,0,4,2,0,High
SC-1141,3,2,0,0,4,2,0,Medium
SC-1142,3,2,1,0,4,2,0,High
SC-1143,3,2,1,0,3,2,0,High
SC-1144,3,3,1,1,2,2,0,Critical
SC-1145,3,2,1,0,3,2,0,High
SC-1146,3,0,1,0,3,2,0,Medium
SC-1147,3,1,0,1,3,2,0,Medium
SC-1148,3,1,1,0,2,2,0,Medium
SC-1149,3,3,0,1,3,2,0,High
SC-1150,3,2,0,0,3,2,0,Medium
SC-1151,3,1,1,0,4,2,0,High
SC-1152,3,0,1,1,3,2,0,Medium
SC-1153,3,2,1,1,4,2,0,High
SC-1154,3,2,0,0,2,2,0,Medium
SC-1155,3,1,1,0,2,2,0,Medium
SC-1156,3,0,0,0,3,2,0,Low
SC-1157,3,0,1,0,2,2,0,Medium
SC-1158,3,0,0,0,3,2,0,Low
SC-1159,3,2,1,0,2,2,0,High
SC-1160,3,3,1,1,3,2,0,Critical
SC-1161,3,3,0,1,2,2,0,High
SC-1162,3,3,1,1,4,2,0,Critical
SC-1163,3,3,0,1,2,2,0,High
SC-1164,3,3,1,1,3,2,0,Critical
SC-1165,3,2,1,0,3,2,0,High
SC-1166,3,2,1,0,2,2,0,High
SC-1167,3,3,0,0,4,2,0,High
SC-1168,3,1,0,0,2,2,0,Medium
SC-1169,3,1,0,0,3,2,0,Medium
SC-1170,2,1,0,0,2,2,0,Low
SC-1171,2,2,0,0,3,2,0,Medium
SC-1172,2,1,1,0,3,2,0,Medium
SC-1173,2,2,1,0,2,2,0,Medium
SC-1174,2,2,1,0,2,2,0,Medium
SC-1175,2,1,0,0,2,2,0,Low
SC-1176,4,2,1,0,7,4,0,Critical
SC-1177,4,2,1,0,6,4,1,Critical
SC-1178,5,1,1,1,6,4,0,Critical
SC-1179,4,1,1,0,6,4,0,High
SC-1180,4,2,1,0,5,3,0,High
SC-1181,5,2,1,0,6,4,0,Critical
SC-1182,4,0,1,0,6,4,0,High
SC-1184,4,2,0,0,6,4,0,High
SC-1185,4,2,1,1,6,4,0,Critical
SC-1186,4,0,0,0,8,6,0,High
SC-1187,4,2,0,0,7,4,0,High
SC-1188,5,1,1,1,6,4,1,Critical
SC-1190,4,2,0,0,8,5,0,High
SC-1191,5,3,0,1,4,3,1,Critical
SC-1192,4,2,0,0,7,5,1,Critical
SC-1193,4,2,0,0,6,4,1,Critical
SC-1194,5,3,0,1,3,3,1,Critical
SC-1195,4,2,1,0,7,5,0,Critical
SC-1196,4,1,1,0,4,2,0,High
SC-1197,4,2,0,0,3,2,0,High
SC-1198,4,0,1,0,6,2,1,High
SC-1199,3,1,0,0,5,2,0,Medium
SC-1200,4,2,0,0,7,5,0,High
SC-1202,5,1,0,0,6,4,1,Critical
SC-1203,4,2,1,0,6,4,0,Critical
SC-1205,4,2,0,1,6,4,1,Critical
SC-1206,5,3,0,1,6,4,1,Critical
SC-1207,4,2,0,0,6,4,0,High
SC-1208,5,2,1,1,9,5,1,Critical
SC-1209,5,2,0,0,6,4,0,Critical
SC-1210,5,3,0,1,7,4,0,Critical
SC-1211,4,1,1,0,6,4,0,High
SC-1213,4,1,0,0,6,4,0,High
SC-1214,4,2,1,0,4,4,0,Critical
SC-1215,5,3,1,1,6,4,1,Critical
SC-1216,5,2,0,0,6,4,1,Critical
SC-1217,5,1,0,0,6,3,0,High
SC-1218,4,2,1,0,7,5,0,Critical
SC-1219,3,0,0,0,6,4,0,Medium
SC-1220,5,3,1,1,5,3,0,Critical
SC-1221,5,1,1,1,7,4,1,Critical
SC-1222,4,2,0,1,6,4,0,Critical
SC-1224,5,2,1,1,4,4,1,Critical
SC-1225,5,2,0,1,4,3,1,Critical
SC-1226,5,1,1,1,3,3,1,Critical
SC-1227,5,2,0,0,2,2,1,High
SC-1228,4,2,0,0,2,2,1,High
SC-1229,5,2,0,1,5,3,1,Critical
SC-1230,5,1,1,1,4,3,1,Critical
SC-1231,5,2,1,1,3,2,1,Critical
SC-1232,5,1,1,0,3,2,1,High
SC-1233,5,3,0,1,4,2,0,Critical
SC-1234,4,3,1,1,3,3,1,Critical
SC-1236,5,3,1,1,3,2,1,Critical
SC-1237,4,2,0,0,4,4,1,High
SC-1238,5,0,1,1,5,5,1,Critical
SC-1239,4,2,1,1,4,4,1,Critical
SC-1240,5,2,0,0,4,3,1,Critical
SC-1241,4,1,1,0,5,2,0,High
SC-1242,5,2,0,1,7,6,1,Critical
SC-1243,5,3,0,1,5,5,1,Critical
SC-1244,5,2,1,1,7,7,1,Critical
SC-1245,5,2,0,1,3,3,1,Critical
SC-1246,5,3,0,1,4,3,1,Critical
SC-1247,5,2,0,0,4,2,1,Critical
SC-1248,5,1,1,1,5,3,1,Critical
SC-1249,5,2,1,1,5,5,1,Critical
SC-1250,5,1,1,1,4,4,1,Critical
SC-1251,4,2,1,0,4,4,0,Critical
SC-1252,5,2,1,0,3,3,0,Critical
SC-1253,4,1,1,0,3,3,0,High
SC-1254,5,2,1,1,5,4,1,Critical
SC-1255,4,2,1,0,4,4,1,Critical
SC-1256,5,2,0,0,3,3,1,Critical
SC-1257,5,2,1,0,4,4,1,Critical
SC-1258,5,2,0,1,4,4,1,Critical
SC-1259,5,2,0,0,5,5,1,Critical
SC-1260,5,3,1,1,5,4,1,Critical
SC-1261,4,2,1,0,3,3,0,High
SC-1262,4,2,0,0,3,3,0,High
SC-1263,5,3,0,1,3,3,0,Critical
SC-1264,5,1,1,0,3,3,1,Critical
SC-1265,4,2,0,0,3,3,0,High
SC-1266,4,2,1,0,3,2,1,High
SC-1267,4,2,1,1,5,4,0,Critical
SC-1268,5,2,1,0,4,4,1,Critical
SC-1269,4,2,1,0,4,3,0,High
SC-1270,4,2,0,0,3,3,1,High
SC-1271,3,2,1,0,4,2,0,High
SC-1272,3,0,1,0,5,2,0,Medium
SC-1273,5,3,1,1,4,2,0,Critical
SC-1274,5,0,1,1,3,2,0,High
