combination_id,data_sensitivity,access_level,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0655,1,0,0,0,3,1,0,Low
SC-0656,1,0,0,0,3,1,0,Low
SC-0657,1,0,0,0,3,1,0,Low
SC-0658,5,2,0,0,3,1,1,Critical
SC-0659,4,1,1,0,3,1,0,High
SC-0660,3,2,1,0,3,1,0,High
SC-0661,4,0,1,1,3,1,0,High
SC-0662,1,0,1,0,3,1,0,Low
SC-0663,3,1,1,0,3,1,0,Medium
SC-0664,3,2,1,0,3,1,0,High
SC-0665,4,2,0,0,3,1,0,Medium
SC-0666,4,2,0,0,3,1,0,Medium
SC-0667,3,1,1,0,3,1,0,Medium
SC-0668,5,3,1,1,3,1,0,Critical
SC-0669,2,2,1,0,3,1,0,Medium
SC-0670,2,3,0,0,3,1,0,High
SC-0671,3,2,0,0,3,1,0,Medium
SC-0672,3,2,1,1,3,1,0,High
SC-0673,5,2,0,1,2,2,1,High
SC-0674,5,3,1,1,2,2,0,Critical
SC-0675,5,1,1,1,2,2,0,High
SC-0676,5,1,1,0,2,2,0,High
SC-0677,5,3,1,1,2,2,0,Critical
SC-0678,5,0,1,0,2,2,0,High
SC-0679,5,3,1,1,2,2,0,Critical
SC-0680,5,1,0,0,2,2,0,Medium
SC-0681,5,3,0,1,2,2,0,High
SC-0682,5,0,0,1,2,2,0,Medium
SC-0683,5,1,0,0,2,2,0,Medium
SC-0684,5,1,1,0,2,2,1,High
SC-0685,5,1,1,0,2,2,1,High
SC-0686,5,2,0,0,2,2,0,High
SC-0687,5,1,1,0,2,2,1,High
SC-0688,5,1,1,0,2,2,1,High
SC-0689,5,2,0,0,2,2,1,High
SC-0690,5,1,1,0,2,2,0,High
SC-0691,5,1,0,0,2,2,0,Medium
SC-0692,5,1,1,1,2,2,1,Critical
SC-0693,5,1,1,0,2,2,0,High
SC-0694,5,0,1,0,2,2,1,High
SC-0695,5,2,1,0,2,2,1,Critical
SC-0696,5,0,0,0,2,2,0,Medium
SC-0697,5,2,0,0,2,2,0,High
SC-0698,5,2,1,0,2,2,1,Critical
SC-0699,5,1,0,0,2,2,1,High
SC-0700,4,0,1,0,2,2,1,High
SC-0701,4,1,0,1,2,2,0,Medium
SC-0702,4,1,0,1,2,2,0,Medium
SC-0703,4,0,1,0,2,2,0,Medium
SC-0704,4,2,1,0,2,2,0,High
SC-0705,4,0,0,0,2,2,0,Medium
SC-0706,4,2,1,0,2,2,0,High
SC-0707,4,0,1,0,2,2,0,Medium
SC-0708,4,2,1,1,2,2,1,Critical
SC-0709,4,0,1,0,2,2,0,Medium
SC-0710,4,0,0,0,2,2,0,Medium
SC-0711,4,0,1,0,2,2,0,Medium
SC-0712,4,1,0,1,2,2,0,Medium
SC-0713,4,1,0,0,2,2,0,Medium
SC-0714,4,0,0,0,2,2,0,Medium
SC-0715,4,2,0,0,2,2,1,High
SC-0716,4,2,0,0,2,2,1,High
SC-0717,4,2,0,0,2,2,1,High
SC-0718,4,2,0,0,2,2,1,High
SC-0719,4,2,1,0,2,2,1,High
SC-0720,4,2,1,0,2,2,1,High
SC-0721,4,2,1,0,2,2,1,High
SC-0722,4,2,1,0,2,2,1,High
SC-0723,4,2,0,0,2,2,1,High
SC-0724,4,1,1,0,2,2,0,High
SC-0725,4,1,1,0,2,2,0,High
SC-0726,4,1,0,0,2,2,0,Medium
SC-0727,4,0,1,0,2,2,0,Medium
SC-0728,4,2,1,0,2,2,0,High
SC-0729,4,1,1,0,2,2,0,High
SC-0730,4,1,1,0,2,2,0,High
SC-0731,4,1,1,0,2,2,0,High
SC-0732,4,2,1,0,2,2,0,High
SC-0733,4,2,1,0,2,2,0,High
SC-0734,4,2,1,0,2,2,0,High
SC-0735,4,1,1,0,2,2,0,High
SC-0736,4,0,1,0,2,2,0,Medium
SC-0737,4,0,1,0,2,2,0,Medium
SC-0738,4,1,0,0,2,2,0,Medium
SC-0739,4,0,1,0,2,2,0,Medium
SC-0740,4,0,1,0,2,2,0,Medium
SC-0741,4,2,0,0,2,2,1,High
SC-0742,4,2,1,0,2,2,0,High
SC-0743,4,1,1,0,2,2,0,High
SC-0744,4,1,1,0,2,2,1,High
SC-0745,4,2,1,0,2,2,0,High
SC-0746,4,2,1,0,2,2,0,High
SC-0747,4,2,1,0,2,2,1,High
SC-0748,4,2,0,0,2,2,0,Medium
SC-0749,4,1,1,1,2,2,0,High
SC-0750,4,3,1,1,2,2,1,Critical
SC-0751,4,2,0,0,2,2,1,High
SC-0752,4,0,1,0,2,2,0,Medium
SC-0753,4,0,1,0,2,2,1,High
SC-0754,4,1,1,0,2,2,0,High
SC-0755,4,2,1,0,2,2,1,High
SC-0756,4,0,1,0,2,2,0,Medium
SC-0757,4,2,1,0,2,2,0,High
SC-0758,4,2,1,0,2,2,0,High
SC-0759,4,2,1,0,2,2,0,High
SC-0760,4,2,1,0,2,2,0,High
SC-0761,4,2,0,0,2,2,0,Medium
SC-0762,4,1,1,0,2,2,0,High
SC-0763,4,2,0,0,2,2,0,Medium
SC-0764,4,0,1,0,2,2,0,Medium
SC-0765,4,0,1,0,2,2,0,Medium
SC-0766,4,2,1,0,2,2,0,High
SC-0767,4,2,1,0,2,2,0,High
SC-0768,4,2,0,0,2,2,0,Medium
SC-0769,4,2,0,0,2,2,0,Medium
SC-0770,4,0,1,0,2,2,0,Medium
SC-0771,4,0,1,0,2,2,0,Medium
SC-0772,4,2,1,0,2,2,0,High
SC-0773,4,3,1,1,2,2,0,Critical
SC-0774,4,2,1,0,2,2,0,High
SC-0775,4,2,1,0,2,2,0,High
SC-0776,4,0,0,0,2,2,0,Medium
SC-0777,4,1,1,0,2,2,0,High
SC-0778,4,0,1,0,2,2,0,Medium
SC-0779,4,2,1,0,2,2,0,High
SC-0780,4,2,1,0,2,2,0,High
SC-0781,4,1,1,0,2,2,0,High
SC-0782,4,2,1,0,2,2,0,High
SC-0783,4,2,1,0,2,2,0,High
SC-0784,4,2,1,0,2,2,0,High
SC-0785,4,0,1,0,2,2,0,Medium
SC-0786,4,2,1,0,2,2,0,High
SC-0787,4,2,0,0,2,2,0,Medium
SC-0788,4,2,1,0,2,2,0,High
SC-0789,4,3,1,0,2,2,0,Critical
SC-0790,4,2,0,0,2,2,0,Medium
SC-0791,4,0,0,0,2,2,0,Medium
SC-0792,3,2,1,0,2,2,0,High
SC-0793,3,2,0,0,2,2,0,Medium
SC-0794,3,1,0,0,2,2,0,Medium
SC-0795,3,1,1,1,2,2,0,High
SC-0796,3,2,1,0,2,2,0,High
SC-0797,3,0,0,0,2,2,0,Low
SC-0798,3,1,0,0,2,2,0,Medium
SC-0799,3,1,0,0,2,2,0,Medium
SC-0800,3,2,0,0,2,2,0,Medium
SC-0801,3,1,1,0,2,2,0,Medium
SC-0802,3,1,0,0,2,2,0,Medium
SC-0803,3,1,1,0,2,2,0,Medium
SC-0804,3,1,1,0,2,2,0,Medium
SC-0805,3,2,1,0,2,2,0,High
SC-0806,3,1,0,0,2,2,0,Medium
SC-0807,3,3,0,1,2,2,0,High
SC-0808,3,2,0,0,2,2,0,Medium
SC-0809,3,1,1,0,2,2,0,Medium
SC-0810,3,1,1,0,2,2,0,Medium
SC-0811,3,3,0,0,2,2,0,High
SC-0812,3,1,1,0,2,2,0,Medium
SC-0813,3,1,1,0,2,2,0,Medium
SC-0814,3,2,1,0,2,2,0,High
SC-0815,3,2,0,0,2,2,0,Medium
SC-0816,3,3,0,1,2,2,0,High
SC-0817,3,2,1,0,2,2,0,High
SC-0818,3,2,1,0,2,2,0,High
SC-0819,3,0,0,1,2,2,0,Medium
SC-0820,3,2,0,0,2,2,0,Medium
SC-0821,3,3,0,1,2,2,0,High
SC-0822,3,1,1,0,2,2,0,Medium
SC-0823,3,2,1,0,2,2,0,High
SC-0824,3,1,1,0,2,2,0,Medium
SC-0825,3,2,0,0,2,2,0,Medium
SC-0826,3,3,0,1,2,2,0,High
SC-0827,3,0,1,1,2,2,0,Medium
SC-0828,3,0,0,0,2,2,0,Low
SC-0829,3,0,1,0,2,2,0,Medium
SC-0830,3,2,1,0,2,2,0,High
SC-0831,3,3,1,1,2,2,0,Critical
SC-0832,3,3,0,1,2,2,0,High
SC-0833,3,3,0,0,2,2,0,High
SC-0834,3,3,0,1,2,2,0,High
SC-0835,3,0,1,0,2,2,0,Medium
SC-0836,3,1,1,0,2,2,0,Medium
SC-0837,3,1,1,0,2,2,0,Medium
SC-0838,3,1,0,0,2,2,0,Medium
SC-0839,3,1,1,0,2,2,0,Medium
SC-0840,3,2,1,0,2,2,0,High
SC-0841,2,0,1,0,2,2,0,Medium
SC-0842,2,2,1,0,2,2,0,Medium
SC-0843,2,3,0,0,2,2,0,High
SC-0844,2,2,1,0,2,2,0,Medium
SC-0845,2,0,1,0,2,2,0,Medium
SC-0846,2,3,0,0,2,2,0,High
SC-0849,5,1,1,1,3,3,0,Critical
SC-0852,5,3,0,1,3,3,0,Critical
SC-0855,4,2,1,0,3,3,1,Critical
SC-0857,4,1,0,0,3,3,0,Medium
SC-0859,4,2,1,0,4,4,1,Critical
SC-0860,5,3,0,1,4,4,0,Critical
SC-0863,4,2,1,0,4,3,0,High
SC-0864,3,1,1,0,3,1,0,Medium
SC-0868,4,1,0,1,5,4,0,High
SC-0869,5,2,1,0,3,3,1,Critical
SC-0870,4,1,1,0,3,3,0,High
SC-0871,4,1,1,0,3,2,1,High
SC-0873,5,3,0,1,5,5,0,Critical
SC-0874,4,2,0,0,3,3,0,High
SC-0875,5,2,1,0,3,3,0,Critical
SC-0876,5,2,1,0,5,4,0,Critical
SC-0880,5,1,0,0,4,4,1,High
SC-0881,4,2,0,0,3,2,0,High
SC-0884,5,3,0,1,5,5,0,Critical
SC-0885,5,3,0,1,4,4,0,Critical
SC-0888,4,2,1,0,3,2,1,High
SC-0889,4,2,1,1,5,4,1,Critical
SC-0890,5,2,1,0,3,3,0,Critical
SC-0891,5,2,0,0,5,5,1,Critical
SC-0892,4,2,0,0,3,3,0,High
SC-0893,4,0,1,0,3,2,0,Medium
SC-0895,4,2,0,0,5,5,0,High
SC-0897,3,2,1,0,5,2,0,High
SC-0898,4,0,0,0,4,3,0,Medium
SC-0899,5,1,0,0,5,5,1,High
SC-0901,5,1,1,0,3,3,0,High
SC-0902,5,1,1,0,3,3,1,Critical
SC-0903,5,1,1,0,4,4,1,Critical
SC-0904,4,2,0,0,4,4,0,High
SC-0907,5,3,0,1,3,3,1,Critical
SC-0909,5,1,0,0,3,3,0,High
SC-0910,4,2,0,0,4,4,0,High
SC-0913,5,1,0,1,4,4,0,High
SC-0914,5,2,0,0,3,3,1,Critical
SC-0917,5,3,0,1,3,3,0,Critical
SC-0918,5,2,0,0,4,4,1,Critical
SC-0921,5,1,1,0,5,5,0,Critical
SC-0922,4,2,0,0,3,3,0,High
SC-0923,5,3,1,1,5,4,0,Critical
SC-0926,4,1,0,1,4,4,0,High
SC-0929,4,2,1,0,3,3,1,Critical
SC-0930,5,0,1,1,3,3,0,High
SC-0932,5,3,1,1,4,4,0,Critical
SC-0933,5,3,0,1,5,5,0,Critical
SC-0936,5,3,0,1,4,4,0,Critical
SC-0940,5,1,1,0,5,4,1,Critical
SC-0941,5,1,1,0,3,3,0,High
SC-0943,4,2,0,1,5,4,1,Critical
SC-0944,5,1,0,0,3,3,0,High
SC-0945,4,1,1,0,5,5,0,High
SC-0953,5,1,0,0,5,5,1,High
SC-0958,4,1,1,0,3,3,0,High
SC-0961,5,1,0,0,3,3,0,High
SC-0962,5,2,0,0,3,3,1,Critical
SC-0963,5,2,0,0,3,3,0,Critical
SC-0965,5,3,1,1,3,3,0,Critical
SC-0966,5,2,1,0,5,5,1,Critical
SC-0969,4,0,1,1,4,4,1,Critical
SC-0971,5,1,0,0,4,3,0,High
SC-0972,4,2,0,0,3,3,0,High
SC-0973,4,0,1,0,3,3,0,High
SC-0974,4,1,0,1,3,3,0,High
SC-0976,5,2,0,0,5,5,1,Critical
SC-0977,5,2,0,0,5,4,0,Critical
SC-0982,5,0,1,0,4,4,0,High
SC-0986,5,3,1,1,4,4,0,Critical
SC-0987,3,2,0,0,4,3,0,High
SC-0989,4,1,0,0,4,4,0,High
SC-0993,5,3,0,1,5,5,1,Critical
SC-0994,5,3,1,1,5,4,1,Critical
SC-0998,5,2,1,0,5,5,1,Critical
SC-1000,5,3,1,1,4,3,0,Critical
SC-1001,5,3,1,1,4,3,0,Critical
SC-1002,5,1,0,0,3,3,0,High
SC-1003,5,3,0,1,4,3,0,Critical
SC-1004,5,2,0,1,4,3,0,Critical
SC-1005,5,3,0,1,3,3,0,Critical
SC-1006,5,3,1,1,4,3,0,Critical
SC-1007,5,3,0,1,4,3,0,Critical
SC-1008,5,3,1,0,3,3,0,Critical
SC-1009,5,3,1,1,4,3,0,Critical
SC-1010,5,3,1,1,4,3,0,Critical
SC-1011,5,1,0,0,5,3,1,High
SC-1012,5,0,0,0,4,3,1,High
SC-1013,5,2,0,0,5,3,0,Critical
SC-1014,5,2,0,1,4,3,0,Critical
SC-1015,5,2,0,0,5,2,1,Critical
SC-1016,5,2,1,0,3,3,0,Critical
SC-1017,5,1,1,0,3,3,0,High
SC-1018,5,2,1,0,4,3,1,Critical
SC-1019,5,1,1,0,3,3,0,High
SC-1020,5,2,0,0,4,3,0,Critical
SC-1021,5,2,0,0,3,3,0,Critical
SC-1023,5,2,1,0,4,2,1,Critical
SC-1024,5,2,1,0,3,3,0,Critical
SC-1026,5,2,0,0,4,3,0,Critical
SC-1027,5,1,0,0,4,2,1,High
SC-1028,4,2,0,1,4,3,1,Critical
SC-1029,4,1,1,0,3,3,0,High
SC-1030,4,2,1,0,3,3,1,Critical
SC-1031,4,0,0,1,3,3,0,Medium
SC-1032,4,2,1,0,3,3,0,High
SC-1033,4,2,0,0,5,3,0,High
SC-1034,4,2,1,1,3,3,1,Critical
SC-1035,5,1,1,0,4,3,1,Critical
SC-1037,4,1,1,0,3,3,0,High
SC-1038,4,3,1,1,4,3,0,Critical
SC-1039,5,2,0,0,5,3,1,Critical
SC-1040,4,2,1,1,3,3,0,Critical
SC-1041,4,0,0,1,5,3,0,High
SC-1042,4,2,1,0,4,3,0,High
SC-1043,4,2,0,0,4,3,1,High
SC-1044,4,0,0,1,4,3,1,High
SC-1045,4,2,0,0,4,2,1,High
SC-1046,4,2,1,0,4,3,1,Critical
SC-1047,4,2,0,0,5,3,1,High
SC-1048,4,2,0,0,3,3,1,High
SC-1049,4,2,1,0,4,3,1,Critical
SC-1050,4,0,1,0,3,3,1,High
SC-1051,4,2,0,0,4,3,1,High
SC-1052,4,2,0,0,5,3,0,High
SC-1053,5,2,1,0,4,3,1,Critical
SC-1054,4,2,1,0,5,2,0,High
SC-1055,4,2,0,1,5,3,0,High
SC-1056,4,2,0,0,4,3,0,High
SC-1057,4,1,0,0,5,3,0,High
SC-1058,5,1,0,0,5,3,1,High
SC-1059,4,0,0,1,5,3,0,High
SC-1060,4,1,1,0,3,3,0,High
SC-1061,4,1,1,0,4,3,0,High
SC-1062,4,2,1,0,4,2,0,High
SC-1063,5,1,1,0,4,3,1,Critical
SC-1064,4,2,0,1,5,3,0,High
SC-1065,4,2,0,0,4,3,0,High
SC-1066,4,2,0,0,5,3,0,High
SC-1067,4,2,0,0,3,3,0,High
SC-1068,4,2,1,0,3,3,0,High
SC-1069,4,1,0,0,4,3,0,High
SC-1070,4,2,0,0,5,3,1,High
SC-1071,4,2,1,0,5,3,1,Critical
SC-1072,4,2,0,0,4,3,1,High
SC-1073,4,1,1,0,3,3,0,High
SC-1074,4,2,0,0,4,2,1,High
SC-1075,4,2,0,0,4,3,1,High
SC-1076,4,1,1,0,5,3,1,High
SC-1077,5,2,1,0,3,3,1,Critical
SC-1082,4,2,0,0,3,3,0,High
SC-1083,4,2,1,0,5,3,0,High
SC-1084,4,1,1,0,4,2,0,High
SC-1085,4,2,1,0,5,3,0,High
SC-1086,4,2,1,0,4,3,0,High
SC-1088,4,2,1,0,3,3,0,High
SC-1090,4,2,1,1,4,3,0,Critical
SC-1091,4,2,0,0,4,3,0,High
SC-1092,4,2,0,0,5,3,0,High
SC-1093,4,2,0,0,4,3,0,High
SC-1094,5,2,0,0,4,3,1,Critical
SC-1095,5,2,1,0,5,3,1,Critical
SC-1096,4,2,0,1,3,3,0,High
SC-1097,4,0,0,0,4,3,0,Medium
SC-1098,4,2,1,0,4,3,0,High
SC-1099,4,2,0,0,3,3,0,High
SC-1100,4,2,0,0,5,3,0,High
SC-1101,4,3,0,1,3,3,0,High
SC-1103,4,2,1,0,5,3,0,High
SC-1104,4,2,1,0,4,2,0,High
SC-1105,4,2,0,0,5,3,0,High
SC-1106,4,2,1,1,5,3,0,Critical
SC-1107,4,2,0,0,5,3,0,High
SC-1108,4,2,1,0,3,3,0,High
SC-1109,4,1,0,0,4,3,0,High
SC-1110,5,2,1,1,4,3,1,Critical
SC-1111,4,0,1,1,3,3,0,High
SC-1112,4,2,0,0,3,3,0,High
SC-1116,4,0,0,0,3,3,0,Medium
SC-1117,4,2,0,0,4,3,0,High
SC-1118,4,1,1,0,3,3,0,High
SC-1119,4,0,0,0,3,2,0,Medium
SC-1120,4,2,0,0,4,3,0,High
SC-1121,4,1,1,1,4,3,0,High
SC-1123,5,2,0,1,5,3,1,Critical
SC-1124,4,2,1,0,4,3,0,High
SC-1125,3,1,1,0,3,3,0,High
SC-1127,4,2,0,1,5,3,0,High
SC-1131,4,1,1,0,4,3,0,High
SC-1132,4,2,1,0,4,3,0,High
SC-1134,3,1,0,0,4,3,0,Medium
SC-1136,3,2,1,0,4,3,0,High
SC-1140,4,2,0,0,3,3,0,High
SC-1142,3,2,0,0,5,2,0,Medium
SC-1143,3,1,1,0,4,3,0,High
SC-1145,4,2,1,0,4,3,0,High
SC-1146,5,2,1,0,5,3,1,Critical
SC-1147,4,2,1,0,3,3,0,High
SC-1148,4,2,1,0,3,3,0,High
SC-1149,3,3,1,1,4,3,0,Critical
SC-1150,5,2,0,0,4,3,1,Critical
SC-1151,4,1,0,1,5,3,0,High
SC-1152,3,2,0,0,3,3,0,Medium
SC-1153,4,2,1,1,5,3,0,Critical
SC-1154,4,3,0,1,5,3,0,Critical
SC-1155,4,1,0,1,5,3,0,High
SC-1156,4,2,0,0,4,3,0,High
SC-1157,3,0,1,0,4,2,0,Medium
SC-1158,4,2,0,0,3,3,0,High
SC-1159,3,1,1,0,3,3,0,High
SC-1160,4,3,1,1,5,3,0,Critical
SC-1161,4,3,0,1,5,3,0,Critical
SC-1163,3,3,0,1,5,3,0,High
SC-1164,5,3,1,1,4,3,1,Critical
SC-1165,5,2,0,0,5,3,1,Critical
SC-1168,4,2,0,0,5,3,0,High
SC-1170,4,2,1,0,4,3,0,High
SC-1171,4,2,1,0,3,3,0,High
SC-1173,2,2,1,0,3,3,0,High
SC-1174,2,2,0,0,5,2,0,Medium
SC-1175,2,2,0,0,5,3,0,Medium
SC-1176,4,2,1,0,7,4,0,Critical
SC-1178,5,1,1,1,6,4,0,Critical
SC-1180,4,2,1,0,5,3,0,High
SC-1181,5,2,1,0,6,4,0,Critical
SC-1182,4,0,1,0,6,4,0,High
SC-1183,4,2,0,0,6,4,0,High
SC-1184,4,2,0,0,6,4,0,High
SC-1188,5,1,1,1,6,4,1,Critical
SC-1189,4,2,1,0,3,3,0,High
SC-1190,4,2,0,0,8,5,0,High
SC-1191,5,3,0,1,4,3,1,Critical
SC-1192,4,2,0,0,7,5,1,Critical
SC-1193,4,2,0,0,6,4,1,Critical
SC-1194,5,3,0,1,3,3,1,Critical
SC-1196,4,1,1,0,4,2,0,High
SC-1197,4,2,0,0,3,2,0,High
SC-1198,4,0,1,0,6,2,1,High
SC-1199,3,1,0,0,5,2,0,Medium
SC-1202,5,1,0,0,6,4,1,Critical
SC-1203,4,2,1,0,6,4,0,Critical
SC-1204,4,1,1,0,3,3,1,High
SC-1206,5,3,0,1,6,4,1,Critical
SC-1207,4,2,0,0,6,4,0,High
SC-1208,5,2,1,1,9,5,1,Critical
SC-1209,5,2,0,0,6,4,0,Critical
SC-1210,5,3,0,1,7,4,0,Critical
SC-1211,4,1,1,0,6,4,0,High
SC-1212,5,2,1,0,6,4,0,Critical
SC-1213,4,1,0,0,6,4,0,High
SC-1214,4,2,1,0,4,4,0,Critical
SC-1215,5,3,1,1,6,4,1,Critical
SC-1216,5,2,0,0,6,4,1,Critical
SC-1217,5,1,0,0,6,3,0,High
SC-1220,5,3,1,1,5,3,0,Critical
SC-1221,5,1,1,1,7,4,1,Critical
SC-1222,4,2,0,1,6,4,0,Critical
SC-1224,5,2,1,1,4,4,1,Critical
SC-1225,5,2,0,1,4,3,1,Critical
SC-1226,5,1,1,1,3,3,1,Critical
SC-1227,5,2,0,0,2,2,1,High
SC-1228,4,2,0,0,2,2,1,High
SC-1229,5,2,0,1,5,3,1,Critical
SC-1230,5,1,1,1,4,3,1,Critical
SC-1231,5,2,1,1,3,2,1,Critical
SC-1232,5,1,1,0,3,2,1,High
SC-1233,5,3,0,1,4,2,0,Critical
SC-1234,4,3,1,1,3,3,1,Critical
SC-1235,5,3,0,1,5,2,0,Critical
SC-1236,5,3,1,1,3,2,1,Critical
SC-1237,4,2,0,0,4,4,1,High
SC-1238,5,0,1,1,5,5,1,Critical
SC-1239,4,2,1,1,4,4,1,Critical
SC-1240,5,2,0,0,4,3,1,Critical
SC-1241,4,1,1,0,5,2,0,High
SC-1242,5,2,0,1,7,6,1,Critical
SC-1243,5,3,0,1,5,5,1,Critical
SC-1245,5,2,0,1,3,3,1,Critical
SC-1246,5,3,0,1,4,3,1,Critical
SC-1247,5,2,0,0,4,2,1,Critical
SC-1248,5,1,1,1,5,3,1,Critical
SC-1249,5,2,1,1,5,5,1,Critical
SC-1251,4,2,1,0,4,4,0,Critical
SC-1252,5,2,1,0,3,3,0,Critical
SC-1253,4,1,1,0,3,3,0,High
SC-1254,5,2,1,1,5,4,1,Critical
SC-1256,5,2,0,0,3,3,1,Critical
SC-1257,5,2,1,0,4,4,1,Critical
SC-1258,5,2,0,1,4,4,1,Critical
SC-1259,5,2,0,0,5,5,1,Critical
SC-1260,5,3,1,1,5,4,1,Critical
SC-1263,5,3,0,1,3,3,0,Critical
SC-1264,5,1,1,0,3,3,1,Critical
SC-1265,4,2,0,0,3,3,0,High
SC-1266,4,2,1,0,3,2,1,High
SC-1267,4,2,1,1,5,4,0,Critical
SC-1270,4,2,0,0,3,3,1,High
SC-1271,3,2,1,0,5,2,0,High
SC-1272,5,3,1,1,4,2,0,Critical
SC-1273,5,1,1,1,3,2,0,High
SC-1274,5,3,1,1,4,2,0,Critical
SC-1275,4,2,0,1,3,3,0,High
SC-1276,3,0,1,0,3,3,0,Medium
SC-1277,1,0,0,0,1,1,0,Low
SC-1278,1,0,0,0,2,1,0,Low
SC-1279,1,0,0,0,1,1,0,Low
SC-1280,1,0,0,0,2,1,0,Low
SC-1281,1,0,0,0,3,1,0,Low
SC-1282,1,0,0,0,1,1,0,Low
SC-1283,1,0,0,0,1,1,0,Low
SC-1284,1,0,0,0,2,1,0,Low
SC-1285,1,0,0,0,1,1,0,Low
SC-1286,1,0,0,0,2,1,0,Low
SC-1287,1,0,0,0,2,1,0,Low
SC-1288,1,0,0,0,2,1,0,Low
SC-1289,1,0,0,0,2,1,0,Low
SC-1290,1,0,0,0,2,1,0,Low
SC-1291,1,0,0,0,2,1,0,Low
SC-1292,1,0,0,0,4,1,0,Low
SC-1293,1,0,0,0,3,1,0,Low
SC-1294,2,2,1,0,1,1,0,Medium
SC-1295,2,2,0,0,2,1,0,Medium
SC-1296,2,2,0,0,3,1,0,Medium
SC-1297,2,0,0,0,1,1,0,Low
SC-1298,2,2,0,0,2,1,0,Medium
SC-1299,2,1,0,0,1,1,0,Low
SC-1300,2,1,0,0,2,1,0,Low
SC-1301,2,2,1,0,1,1,0,Medium
SC-1302,2,3,0,0,2,1,0,High
SC-1303,2,3,0,0,3,1,0,High
SC-1304,2,3,0,0,4,1,0,High
SC-1305,2,0,0,0,1,1,0,Low
SC-1306,2,2,0,0,2,1,0,Medium
SC-1307,2,1,0,0,1,1,0,Low
SC-1308,2,3,0,0,2,1,0,High
SC-1309,2,3,0,0,1,1,0,High
SC-1310,2,2,1,0,2,1,0,Medium
SC-1311,2,3,0,0,3,1,0,High
SC-1312,2,1,0,0,2,1,0,Low
SC-1313,2,3,0,0,2,1,0,High
SC-1314,2,2,1,0,3,1,0,Medium
SC-1315,2,2,0,0,1,1,0,Medium
SC-1316,2,2,1,0,2,1,0,Medium
SC-1317,2,0,0,0,1,1,0,Low
SC-1318,2,2,0,0,1,1,0,Medium
SC-1319,2,2,0,0,2,1,0,Medium
SC-1320,2,0,0,0,1,1,0,Low
SC-1321,3,2,0,0,1,1,0,Medium
SC-1322,3,2,0,0,2,1,0,Medium
SC-1323,3,0,0,0,1,1,0,Low
SC-1324,3,2,0,0,1,1,0,Medium
SC-1325,3,2,1,0,2,1,0,Medium
SC-1326,3,1,0,0,1,1,0,Low
SC-1327,3,3,0,1,1,1,0,High
SC-1328,3,3,0,1,2,1,0,High
SC-1329,3,0,0,0,1,1,0,Low
SC-1330,3,2,0,0,1,1,0,Medium
SC-1331,3,2,0,0,2,1,0,Medium
SC-1332,3,0,0,0,1,1,0,Low
SC-1333,3,2,1,0,1,1,0,Medium
SC-1334,3,2,0,0,2,1,0,Medium
SC-1335,3,2,1,0,3,1,0,High
SC-1336,3,2,0,0,4,1,0,Medium
SC-1337,3,2,1,0,5,1,0,High
SC-1338,3,1,0,0,1,1,0,Low
SC-1339,3,1,0,0,2,1,0,Low
SC-1340,3,2,0,0,3,1,0,Medium
SC-1341,3,1,1,0,4,1,0,Medium
SC-1342,3,2,1,0,5,1,0,High
SC-1343,3,0,0,0,1,1,0,Low
SC-1344,3,0,0,0,2,1,0,Low
SC-1345,3,0,0,0,3,1,0,Low
SC-1346,3,1,1,0,4,1,0,Medium
SC-1347,3,1,0,0,5,1,0,Medium
SC-1348,3,1,0,0,1,1,0,Low
SC-1349,3,1,0,0,2,1,0,Low
SC-1350,3,1,0,0,3,1,0,Medium
SC-1351,3,1,0,0,4,1,0,Medium
SC-1352,3,1,0,0,5,1,0,Medium
SC-1353,3,1,0,0,1,1,0,Low
SC-1354,3,1,0,0,2,1,0,Low
SC-1355,3,1,1,0,3,1,0,Medium
SC-1356,3,1,1,0,4,1,0,Medium
SC-1357,3,2,0,0,5,1,0,Medium
SC-1358,3,0,0,0,1,1,0,Low
SC-1359,3,1,0,0,2,1,0,Low
SC-1360,3,0,0,0,3,1,0,Low
SC-1361,3,0,0,0,4,1,0,Low
SC-1362,3,2,1,0,5,1,0,High
SC-1363,3,1,0,0,1,1,0,Low
SC-1364,3,1,0,0,2,1,0,Low
SC-1365,3,1,0,0,3,1,0,Medium
SC-1366,3,2,1,0,4,1,0,High
SC-1367,3,2,0,0,5,1,0,Medium
SC-1368,3,0,0,0,1,1,0,Low
SC-1369,3,1,0,0,2,1,0,Low
SC-1370,3,1,0,0,3,1,0,Medium
SC-1371,3,1,0,0,4,1,0,Medium
SC-1372,3,1,0,0,5,1,0,Medium
SC-1373,3,1,0,0,1,1,0,Low
SC-1374,3,1,0,0,2,1,0,Low
SC-1375,3,1,0,0,3,1,0,Medium
SC-1376,3,1,0,0,4,1,0,Medium
SC-1377,3,1,0,0,5,1,0,Medium
SC-1378,3,0,0,0,1,1,0,Low
SC-1379,3,0,0,0,2,1,0,Low
SC-1380,3,1,1,0,3,1,0,Medium
SC-1381,3,1,0,0,4,1,0,Medium
SC-1382,3,1,0,0,5,1,0,Medium
SC-1383,3,1,0,0,1,1,0,Low
SC-1384,3,1,0,0,2,1,0,Low
